Date	Rev	sentiment	
26-Feb-17	process purchase go describe list appreciate	0	
30-Mar-16	love dont know take long download havent stop listen since download love love love	0.39	
21-Aug-17	great music source dj	0.8	
17-Feb-16	pandora love work perfect never lock create issue pandora great app would definitely recommend anyone want good free music app full functionality like build taste one best mobile apps music long shoot	0.522222222	
2-Mar-17	love	0.5	
1-May-16	problem pandora dont always show correct song artist play go sleep listen every night	0	
18-Sep-13	best thing since itunes use pandora quite hour day also tablet everyone join pandora one fee year good give want nice also load cell phone play car radio urge everyone join enjoy	0.675	
1-Jul-13	ive use website pc phone kindle im pandora one member love play favorite music listen anywhere thank pandora also find thumb thumb song pandora learn like innovative listen kindle smart phone	0.428571429	
16-Mar-15	ok music good often wont stream commercial several minute also channel play genre music unrelated youre listen havent find anything like better	0.34	
20-Feb-15	use computer download kindlefire work great youll need high speed internet connection ban work computer employee hog bandwidth pandora ad bad	0.086666667	
9-May-14	app fast easy use intuitive layout similar io version iphone issue im im likely phone use app phone im home im likely use pandora computer easier rarely seem able find much use pandora kindle additionally kindle rely wifi im wifi access app basically useless go back phone anyway personally app doesnt get much use kindle	0.111111111	
29-Aug-15	love pandora listen time like pick kind music like play music like itfound bunch new group artist hadnt hear	0.412121212	
20-Aug-15	commercial put ambient music infant commercial come startle abruptly loud annoy use love application	0.15	
25-Nov-14	negative thing app dont get exactly song want dont mind make think new music love much would recommend app people love music like break mold	0.214393939	
10-Oct-12	eclectic mix station subscribe pandoraone app free download give thumb thumb song dont like probably hear anything much like recently add another station straightahead latin jazz eg chucho valdes dave valentin etc stuff include always good	0.325	
15-Jul-16	great way get great mix music anywhere	0.8	
14-Dec-13	love new way set pandora like old version easy pick station u want pretty awesome way u set talk follower thank pandora pick best song station music listener lillypop	0.488528139	
31-Oct-17	like wish didnt many ad	0.5	
30-May-17	love program play wonderful music enjoy	0.633333333	
6-Nov-16	many commercial	0.25	
28-Apr-16	app fine latest update updateinstall try many time stay install pending forever	0.472222222	
11-Jan-17	purchase app use regularly thank service	0	
26-Jan-17	love pandora listen bluegrass gospel hard find radio	0.104166667	
3-Jan-17	great app music love tune wish le advertisement	0.65	
13-Jun-16	love listen music favorite artist often discover music unaware pandora awesome	0.5	
31-Jan-17	im first time user pandora find user friendly like pick play similar artist music	0.208333333	
24-Aug-16	love fact listen ever want love kind music make station	0.533333333	
16-Nov-13	like pandora lot tend shut freeze frequently phone ipad computer honest look replace think layout awesome great concept bug annoy	0.625	
13-Dec-14	play time downfall song creep arent even close genre select make motley crue station gotta love s hair metal couple hour bryan adam play wtf lol	0.35	
17-Jan-14	love able listen music program difficult understand work clear instruction get type music like put stream listen dont want tab song rather stream constant music	0.12	
23-Nov-14	use home quite use fire phone bluetooth bose wireless speaker nice project around homejust pick channel im mood let play tune	0.6	
11-Apr-13	im love app ive get phone tablet laptop desktop shuffle playlist thats need plan cancel netflix subscription since really dont use often ive use pandora subscribe pandora get rid commercial theyre bad prefer commercial free	0.066666667	
31-Oct-13	pandora around long time everyone pretty much know theyre get use free version two year listen endless cycle commercial every song hey free cant dispute otherwise commercial relatively short wouldnt hurt mix every rather force listener hear home depot bite dozen time within span two hour yet purchase pandora one pay version think cross mind since measly per month year version eliminate commercial pro free offer different station array artist alike music mix enough variety like frequently switch station easily sync phone allow skip pause button decent rat system play like dislike get tire song option shelf con commercial repetitive seem become frequent two year ago first download enough variety song keep one station hear track youre daily listener rat system tend overcompensate like dislike eg give thumb say country song youre listen force fee country song think thats want hear rate better fix overall recommendation commercial bother one eliminate commercial subscribe monthly cost le take put gallon gas car would definitely pay guarantee better variety im satisfy free version know maybe thats im shop home depot late	0.087760417	
20-Dec-16	love pandora wish could skip song want though	0.5	
29-Apr-15	love jam music choose listen matter mood pandora cover	0.5	
31-May-16	really goodyou get listen music freethe think dont like isthat mess lot	0.0125	
14-Jun-17	graet	0	
29-Mar-16	listen pandora music program user friendly work well would recommend everyone	0.375	
29-Mar-16	love pandora listen mckameys radio time listen something isnt true southern gospel	0.283333333	
29-Dec-12	maybe im generous ive experience app platform cant make comparison know iworks advertise much better clarity normal radio le commercial think option create station great ive introduce new music fit select genre never would find	0.331060606	
7-Aug-15	get app work great get app wait min load would recommend spotify litsen music actually search pandora search song real song come completely different song search therfor get spotify	0.25	
1-Oct-14	enjoy listen work desktop pc also kindle create station tailor like easily switch station station skip selection thumbsupthumbsdown feature enhance music choice im enjoy	0.411111111	
1-Dec-16	interest start use great potential though	0.4	
