"date","review"
"September 6, 2015","It's great! Good variety of music."
"August 12, 2016","Its a 1.50 a song"
"December 17, 2016","good stuff"
"January 4, 2015","Easy to use and it has the latest music..."
"March 20, 2015","Not a bad selection of Prime offerings."
"August 1, 2014","Does not work with my version of kindle fire."
"March 5, 2015","Easy to use. In tune with music trends."
"January 25, 2015","Love this! So happy I have Amazon Prime!"
"January 15, 2015","Great selection of music. Thanks Amazon."
"December 20, 2016","Love it!"
"February 25, 2016","Love it love it love it"
"January 2, 2017","Awesome"
"January 4, 2015","To many apps to go through to listen..."
"March 7, 2015","I love it it has so many music I love"
"October 17, 2016","Great app"
"January 4, 2015","It's awesome! I love the music choices"
"October 10, 2016","I love it"
"May 1, 2015","Service is good. Selection is meh."
"April 10, 2017","After the latest update the app will barely open before crashing. Sometimes it will get far enough to say I need an internet connection. No matter what I select the app crashes."
"February 23, 2016","I downloaded 1 song."
"December 28, 2016","Okay"
"October 10, 2014","Nice job with the UI. Very fun to use."
"December 16, 2016","100%"
"January 2, 2017","Nice"
"September 20, 2014","I really like it, well done amazon.com."
"October 24, 2014","Great selection of music, easy to use."
"October 19, 2014","Great variety of music to choose from."
"July 7, 2015","Fantastic! All that you need!"
"September 26, 2016","Great!!"
"April 14, 2015","MOSTLY BUFFERS EVEN WITH MY FIOS"
"January 27, 2015","I love it and use it all the time."
"November 21, 2015","Awesome. Very pleased"
"January 19, 2015","I love it! Listen to it everyday!"
"November 21, 2015","Love the selections!!"
"June 12, 2015","one word to describe it; NO!"
"October 25, 2014","A hell of a lot better than iTunes!"
"October 16, 2015","Amazon is the coolest!"
"January 25, 2015","Its not as good as Google music"
"October 24, 2014","Excellent selection. Easy to use."
"October 9, 2014","It does what it's supposed to lol"
"October 27, 2014","Can't get on my Samsung smart tv"
"October 12, 2014","Love this....Thank you Amazon!!!"
"November 12, 2014","Cam only play music on this app"
"September 26, 2015","More great tunes .."
"May 1, 2015","Kind of confusing to use."
"November 6, 2015","pain in the butt,"
"November 3, 2015","Love Prime Music."
"November 23, 2015","Always pleased!!"
"October 25, 2014","A great collaboration of music"
"October 19, 2014","Works great on Blackberry Z10."
"October 9, 2014","I love it, it's so easy to use"
"November 24, 2015","Awesome choices"
"January 14, 2015","Great app...........love it"
"December 27, 2015","well worth it"
"October 21, 2014","Slick...good tunes and no ads"
"September 2, 2015","Use it all the time."
"November 23, 2015","Great product!"
"March 16, 2015","Great option for music!!"
"July 22, 2015","easy an fast to use"
"January 19, 2015","Greatest music ap around."
"August 25, 2015","Awesomesauce....."
"September 7, 2015","Great music app"
"November 23, 2015","Fantastic App!"
"October 17, 2014","This app is laggy n buggy!"
"March 4, 2015","Outstanding! Nuf said."
"October 11, 2014","Amazon music is fantastic!"
"February 9, 2016","Gjfmfnv"
"March 21, 2015","Prime music is Great!"
"April 14, 2015","don't use don't need"
"October 21, 2014","It had many songs I enjoy"
"October 21, 2014","Love it, Love it, Love it"
"October 14, 2014","It's handy and enjoyable."
"September 2, 2015","Good selection"
"September 6, 2015","Like it a lot"
"October 19, 2014","Much better then pandora"
"October 16, 2015","love it!!!!"
"March 17, 2015","LOVE THE Prime music"
"November 23, 2015","Nice app."
"March 21, 2015","It is unbelievable!"
"March 19, 2015","I am loving Amazon!"
"October 25, 2014","Great selection of music"
"November 19, 2015","Love it!"
"June 30, 2015","I love this!!!"
"October 24, 2014","Great and easy to use."
"March 11, 2015","Don't like the app"
"September 2, 2015","It is great"
"January 25, 2015","Love it awesome app"
"November 21, 2015","Love it"
"February 20, 2015","Cant find credits."
"March 20, 2015","The best one yet!"
"October 21, 2014","Prime Music is great."
"September 2, 2015","Very nice!"
"November 6, 2015","Love it"
"March 4, 2015","very nice, goood"
"October 13, 2014","This app is awesome."
"January 20, 2015","ITS OK , I THINK?"
"September 2, 2014","very few prime choices"
"October 25, 2014","this app is amazing"
"September 7, 2015","Good! !!"
"September 2, 2015","Its good"
"December 27, 2015","No"
"March 16, 2015","just terrific!"
"September 7, 2015","Love it"
"March 18, 2015","Awesome service"
"October 30, 2015","Nice"
"October 25, 2014","Love the variety!"
"October 19, 2014","Yes you guys rock"
"November 23, 2015","ok"
"September 7, 2015","I like it"
"March 23, 2015","Good so far!"
"April 11, 2015","Great Music"
"October 25, 2014","Lots of choices."
"September 2, 2015","Great"
"October 13, 2014","Misic is awesome"
"January 21, 2015","excellent app"
"October 9, 2014","Really good deal"
"March 22, 2015","Great music"
"October 19, 2014","It's excellent!"
"June 23, 2015","Love it"
"January 4, 2015","i love this app"
"January 27, 2015","A1 excellent"
"August 25, 2015","Love"
"January 15, 2015","Works great."
"March 23, 2015","Excellent."
"October 21, 2014","It is great!!!"
"October 21, 2014","Es maravillosa"
"March 7, 2015","Awesome! ,"
"March 4, 2015","Works well"
"October 11, 2014","Great choices."
"March 24, 2015","Great app"
"March 7, 2015","I like it"
"November 23, 2014","Doesn't work"
"March 24, 2015","Fresh..."
"March 20, 2015","Good app"
"March 18, 2015","Awesome!"
"October 22, 2014","awesome!!!!!"
"October 19, 2014","Works great."
"January 20, 2015","Awesome!!"
"January 13, 2015","great app"
"March 20, 2015","Love it"
"January 4, 2015","great app"
"October 23, 2014","Pretty good"
"May 31, 2015","nice"
"March 7, 2015","Awesome"
"March 4, 2015","Awesome"
"May 21, 2015","nice"
"January 16, 2015","Awesome."
"January 15, 2015","liked it"
"October 29, 2014","Awesome!!!"
"October 27, 2014","I love it!"
"October 24, 2014","Love it!!!"
"November 26, 2014","no issues"
"November 21, 2014","Wonderful"
"March 19, 2015","Great"
"October 27, 2014","Great app"
"October 27, 2014","excellent"
"October 24, 2014","Excellent"
"May 31, 2015","Ok"
"October 21, 2014","Very nice"
"January 27, 2015","Great."
"March 30, 2015","Love"
"October 9, 2014","Love it!!"
"October 13, 2016","Worst app. Ever! If I cannot view the music I bought online on my laptop what make you think I'm going invest money in your product that I not able find in my devices."
"October 28, 2014","Good app"
"March 7, 2015","Good"
"October 11, 2014","Awesome!"
"January 11, 2015","great"
"September 28, 2014","Great!!!"
"January 4, 2015","Great"
"October 22, 2014","love it"
"October 21, 2014","Like it"
"October 19, 2014","awesome"
"October 16, 2014","Love it"
"March 3, 2015","Wow"
"January 22, 2015","Good"
"October 9, 2014","Awesome"
"October 9, 2014","love it"
"January 17, 2015","nice"
"January 15, 2015","good"
"October 20, 2014","great!"
"October 28, 2014","Great"
"October 27, 2014","great"
"October 26, 2014","Great"
"August 5, 2014","love it"
"October 21, 2014","great"
"August 13, 2014","Ripoff"
"October 25, 2014","Good"
"October 24, 2014","Good"
"February 7, 2016","I got the app in December and got all my music organized, stored all on an SD card and playlists set up (which you can do only one song at a time), then shortly after it stopped reading most of the songs on the SD card. I had to redownload and resort the ""lost"" songs. Now it's done it again. It started by no longer reading the artist and album info, just the song title. Then it stopped reading the files altogether. Other music apps read and played the files fine. I see the song files on the card but the app won't play them. This time, my cloud too has only an odd assortment of purchased and already owned songs so i can't even redownload and there's no option to get the app to re-scan what's on the SD card, where the app itself put the files. Make sense?"
"October 28, 2014","You guys are listening. However maybe I missed it but can you back up your playlists that are created on an android device? If that is not already done that should be next."
"January 4, 2017","Love my music and have put it all in Amazon music player; even my odd mix CD's. I enjoy the free radio and many free songs. I don't need any other music app. It does it all."
"October 28, 2016","The previous version of the app was much more stable. Ever since they revamped the interface and launched the Unlimited service I have had problems with the streaming part of the app. It pauses after a few songs (even on my wifi) if it doesn't outright crash. Running it on Android 7 on a Nexus 6P."
"May 23, 2015","These are the cutest sandals I have seen and I had tried to order them last year but they were out-of-stock. So I reordered this year. They still are the cutest sandals and go with anything. Unfortunately, I have a high instep and with the strap being so far up my foot, I could not wear them. Rather than return them, I plan to pass them on to my cousin. Therefore the I rated them as a 4 for me when they are really a 5 star. The size was exact and shipping was swift with arrival on time. I'm just so disappointed that I can't wear these sandals."
"August 10, 2015","Two dr.'so came out with an album the same day most choose dre but need et in their life.. enough said."
"April 2, 2011","I could not find an easy way to play or shuffle and entire playlist or the entire library. The now playing buttons back and forth are to small. difficult to use in the car."
"May 18, 2011","at the end of every song it stops playing and says network lost even on wifi. super annoying and I stream Netflix over 3g with out a single stop so this is just unacceptable."
"November 12, 2011","Like so many others have said, streaming from the cloud is just amazing. Being able to free up my SD card was great. The cloud is def the way to go. Interface is simple -too simple. Plus the music prices are simply FANTASTIC.  Edit: I mistakenly selected 1 star. 5 stars is what I meant."
"December 5, 2015","Just received it yesterday and very disappointed. The case requires you to unscrew 6 small screws in the front to use insert your phone. It's not a standards size screw you would typically have a screwdriver for around the house. Hence, it will require you to purchase a screwdriver somewhere just to use the product. It also has no instructions and is a little heavier then expected."
"March 22, 2015","Excellent"
"May 13, 2015","The interface is terribly confusing and incredibly difficult to navigate. It's hard to figure out how to even get to your music. It's a resource hog. You can't control whether it downloads to your internal memory or SD card. If a download of purchased tracks fails (which it usually does) the ""Download Failed"" message can't be dismissed from your notifications regardless of whether or not the app is running (since some process of it is ALWAYS running). You have to reboot the phone in order to clear any stray items it leaves in your notifications.  Just give us something that lets us download the tracks we purchased so we can use whatever player we want."
"February 26, 2012","Amazon Mp3 is you could listen to music. Because it countine. To put all song. Music between Devie or could. We listen to both music."
"February 12, 2013","It was fairly easy but at the same time I had trouble downloading the music and had to try at lest 3 -4 time before it finally took.  I am more familiar with Amazon MP3 now."
"June 12, 2014","I tried to download this app into my Kindle Fire so that I may play music from Amazon Prime. I got it to work on my cell phone just fine, but how come I can't play Prime Music on my Kindle? Doesn't make much sense.  UPDATE 6/20/2014 - When I first posted this, it was not available on the first generation Kindle Fire, however the I.T. people got right on it and now us original owners have the benefit of Prime Music. Thanks Amazon!"
"September 26, 2017","Enjoy the variety of music and sound quality is great"
"February 13, 2013","AMAZON MP3 is the way to go! I use it everyday! Its the only way to buy mp3s. - *"
"June 17, 2014","If you are going to compete with I-tunes, it looks like you have come to the right place. This is a fantastic interface with almost limitless music. Prime users simply can't beat the price."
"July 3, 2014","This came already installed on my phone. I have yet to use it or explore the potential of the app, but I have been pleased with Amazon and suspect this will be a good app to have in the future"
"August 1, 2012","I'm a big Again fan in general. We have a kindle, three kindle fires and three Android phones in the family that heavily utilize Amazon apps. We have Amazon prime. We had the free upgraded cloud storage because of Amazon music purchases. But the cloud player really isn't worth the new $25/year, and the free 250-song limit is not going to cut it for us. So, we deleted our music from the cloud and are moving to google music.  The Amazon mp3 app itself was ok, but never great. Leaving it is not a hard decision. Initially, I had imported all our music from iTunes. It copied the playlists, but nit the folder hierarchy, so dozens of organized playlists became a massive mess. Streaming worked ok, but obviously was heavily dependent ion the network connection. So I ended up copying my most-listened-to music to my sd card, and the built-in music player works very well."
"December 21, 2012","This program doesn't work with Kindle Fire HD. I thought it would be a good app addition but, no luck."
"December 10, 2013","I used to love the app. It used to work well and it sounded wonderful playing in my cars speakers. I used to tell my friends about it but now....not so much. Ever since the last update it randomly ""stutters"" when playing a song or stops competely. I can't get it to clear off my phone after I turn it off. It has also become a pain to navigate. Before this last update I would have given the app 5 stars. I hope that they fix what they screwed up. No longer a fan."
"September 8, 2013","so..... Am I losing my hearing that I decide to use Chinese ?!? Dare u stop watching movies when u start talking Thai ?!?"
"February 11, 2013","I liked the fact that it was easy and quick to download. I am hoping to learn more about this app."
"July 22, 2015","I must go neutral on this....I can't really rate it properly as I have yet to utilize Prime Music. I have not once accessed the app or even listened to it. I'm sure it's great, I've just yet to access it."
"July 10, 2011","seamlessly works across my android my wife's android and our PCs.. I have the htc incredible and she has the incredible 2."
"May 23, 2015","I really can't say much about this. I downloaded it to my phone but, then lost my phone before even being able to test it out. Maybe I will download again in the future."
"October 11, 2016","Had install issues and was directed to install Audible (why?)...nonetheless it worked. Yea! However, after getting into my car, realized it no longer works our even shows up on Android Auto. Not my typical experience with Amazon, so 3 stars for release quality control."
"September 29, 2012","I basically just use this app for shopping or downloading. The irritating issue with this app is that you cannot set the default download location. As a result, if you have limited internal storage, storage space for your music becomes an issue. It would be much easier to store the music on an external SD card with more space. There are many users complaining about this issue for over a year but nothing has been done. This can't be that complicated."
"October 29, 2014","Great service but it is very confusing and difficult to navigate. Some kind of sound quality adjustment (EQ) would be good also."
"October 29, 2014","The app thinks I'm in the UK so no Prime service... I've contacted amazon about it but they have no idea and are no help"
"June 22, 2015","Nice compilation of songs but a few I liked are missing. Pretty typical with compilations but this is still a very good album"
"October 29, 2014","Just what you would expect from Amazon, nothing but the best."
"March 4, 2015","Great song (live version). Wish I could find the studio recording."
"January 23, 2015","One of the funnest and most challenging games I've ever seen"
"October 29, 2014","should of purchased it along time ago! great !"
"November 22, 2015","Stupid... I can't believe the publicity this movie has received. It was horrible."
"July 31, 2012","$25 a year. Bait and switch from the free 5 GB plan. I am moving to Google Music for free."
"October 29, 2014","Love listening to the music I love"
"March 5, 2015","Sucks and has a horrible selection of music."
"April 8, 2017","I do not understand this app! Actually this whole Amazon prime music setup!! I got rid of my spotify to save 2 dollars a month but I'm not sure it was worth it! I think I messed something up signing out? How is that possible with the cloud??My music is just gone from my phone! It's on my computer but I can't even get to my subscription on my phone!!?? I'm signed in. I've searched and searched Amazon and Google trying to find answers and Nothing! So disappointed!"
"March 23, 2015","Beautiful music. My daughter and I loves it."
"October 29, 2014","Haven't figured it out, yet."
"March 22, 2015","Nice app and Prime Music is a great deal"
"January 13, 2015","I have been using the Amazon Music App on my Tablet pretty much since it became available. I am a prime member and I downloaded tons of free free Prime music to my device to listen while at work and not connected to the internet. This served me well for many months and while I knew my downloaded prime music could only be played via the Amazon Music App, this was not a problem for me since I carry my tablet pretty much everywhere I go.  However just today I load up the Amazon Music App as I always do at work and I eventually discovered that the app was only playing music I already had (meaning songs I didn't download from Amazon). I have my entire library on random so after the 20th track of very old music, I discovered that all the prime music I downloaded to my device was no longer in any of my playlists. I verified that the mp3s themselves were still on my device (why wouldn't they be?), yet this stupid app no longer sees them when I'm offline. Even albums I've purchased from Amazon no longer appear in this app. I verified that the albums I downloaded was still available for prime members, (System of a Down, 311, Disturbed, etc), yet for some reason the app doesn't want to play them anymore unless I'm connected to the internet.  If I connect to the internet, then viola!! all my downloaded content plays. But think about this for a moment, what is the purpose of downloading for ""offline play"" if I can only play them when I'm online? I don't know what changed but an app that worked so well is now broken and pretty much useless for what I use it for. I'm not going to connect my tablet to my cellular network for the 8 - 10 hours I'm at work just because Amazon decided to break something.  This is incredibly ridiculous, and the so called help videos on Amazon.com are about as useful as ____ on a bull, and the only somewhat useful suggestion of refreshing your music library doesn't work. My only other option is to redownload all my music that I ALREADY did to get this to work again, but I might not even bother because in 6 months it will probably break again."
"May 24, 2016","I like its customizable folders album and artist options, but it sucks up WAY too much data to be regularly useful.  Update October 2016  I finally got used to the process of uploading and customizing, and they changed the whole thing, preventing the organizing of folders, songs, albums as we would like. Now it is virtually useless and unwieldy, with side bars expanding, and extremely difficult to simply look through folders.  This is absolutely terrible. If I hadn't spent so much time putting stuff on to it, I would never use nor continue with it."
"March 23, 2015","Awesome"
"March 22, 2015","Nice"
"June 23, 2015","easy and fun"
"June 12, 2014","How is it possible that an Amazon app not work on your own device. It doesn't even show on my app cloud! How can I use Music Prime on my tablet? I wish there was a way to give it no stars."
"March 12, 2017","It dais amazon music is free if you have prime. I can't seem to access it."
"February 27, 2012","Dosent let me download this app absolutley realy realy realy realy realy realy realy realy realy realy realy realy realy srinks."
"March 2, 2012","dont waste your time. this app stinks. I love free things but the app is free because all of the songs coast money."
"April 13, 2015","Ok, I don't have alot of experience with these sort off things. But I just got my update notice, and it scared the heck outta me. I had no idea that their permissions allowed them to have as much, if not more, access to do as much as I do on my phone-and other devices. Why do we have to allow them to, set up accts, delete accts, use all our google accts at will, change and delete apps and other data, and on and on... Am I a bit more of a dummy than I thought? Why on earth would they need people to agree to things I would let my own mother have access to? Well, maybe mom... Lol If anyone can help me make sense of this, I could really use the eye opener. But I really can't see myself going for it... Shaking my head..."
"November 20, 2016","Thought this was included with prime .. won't even open."
"December 2, 2016","I am very tech savvy and have used many types of media management apps and software. This is possibly the worst interface ever, especially on PC. It is slow, sluggish, and difficult to navigate. The screen is so cluttered, you can't find anything. When playing a playlist on a PC, you can't even read the song title."
"September 5, 2015","I only recently started using the Prime Music app, & after uploading my own music (matched by Amazon) & finding some Prime music that I was happy to find is available (free w/ Prime), am very happy with Amazon Music thus far. I briefly tried Google Music, & two popular music streaming apps (Pandora, & Songza), and my Amazon Music experience has been infinitely better. I had a few technical questions initially (re: uploading my music, using PC & iPhone, etc.) that weren't addressed online, & support for Amazon Music was available right away, very knowledgeable & spot on (I now realize) as far as recommendations made. Now that I'm routinely playing music & adding or deleting individual songs from my library, etc., my impression is that more thought and planning went into the design and functionality of Amazon Music than the other options I've explored. It's very intuitive; graphics are very professional & consistent; it's very responsive (I've not (yet, anyway) experienced any lag or technical glitches); there's no annoying behavior by the app to aggressively ""encourage"" you to buy music unless you've expressed that interest; and - one feature I really appreciate - no ads (pop-up or otherwise). Quality of stream is excellent. My impression is that Amazon (wisely) realizes that this app nicely integrates with their business model, & complements their core mission; that is, if the app works well & people have a very nice experience, it becomes a very ""sticky"" service (i.e., enhances loyalty & overall impressions of Amazon, & encourages more people to join (or continue their membership with) Prime). In any event, they've done a very nice job designing & implementing this service (& accompanying app), & I'm really enjoying it."
"March 6, 2017","Pros: -Okay music selection. Had a fair amount of music that I enjoy (mostly have metal/death metal added, no other genre) -Free with Prime Subscription -Offline listening  Cons: -If you want a lot more to choose from, you need an additional subscription -Having lyrics up causes memory issues (tons of lag) on my device after a short period of time  Final thoughts: Extended music library shouldn't be something that costs extra. And if you insist on charging extra, mark down the price please. Overall, a nice app that does what it's supposed to."
"November 5, 2016","Hardly any control over media. You can't even use it in the background or capture media while in other apps like Snapchat. Don't even bother purchasing from Amazon music anymore. Stick to iTunes. Thumbs way down."
"April 21, 2016","Stopped the ability to play DL Prime content without verifying first, which isn't the point of offline playback. Offline recordings cached well with a data connection, but like I said in the first sentence this isn't the definition of Offline playback.  Cleared cache, reinstalled, etc. to no avail. Guess I'm paying for Google Play again even though I already have paid for my Prime."
"March 15, 2017","STILL stops randomly, even on downloaded songs. STILL crashes my computer. Music STILL suddenly becomes unavailable without warning. STILL have to pay for some songs, even with Prime & music subscription."
"April 29, 2017","I have to pay even more money to listen music? My prime membership isn't enough??"
"November 15, 2016","I paid $100 for my fire TV and $50 for the game controller and Amazon issues and update that makes me hunt through nested menus for purchased music that was originally accessible from the home screen. Updates are supposed to make apps easier to use not harder with more fees. If I start seeing advertisements the app I'm gonna demand a refund for my fire TV. The best word to describe the Amazon music cloud is ""volatile"". I literally lost purchased music because Amazon stopped the album. Even uploaded music is subject to the volatility of Amazon's music market. If Amazon made a straight up media player app they would not have a problem. I download everything I buy because I can't trust Amazon to keep it for me."
"December 30, 2016","This service has been atrocious. Only iTunes is worse. Although iTunes can handle more than 40k songs...... I am a person who has a huge audio collection, and I own an echo, so I'm forced to use Amazon Music for my server to upload my music so I can listen to it on my echo's. This has been a cluster since I was in the beta.... every time they upgrade, it gets worse and worse. After this last update, when I open it, I get an error message that says there is no disk in the drive, and It wont go away, and Amazon Music locks up..... can't use it at all. I've uninstalled and re-installed, and it does the same. About six months ago I called in for support, and they said it could not handle over 40K songs, but I was only at 33K. Still they said it was due to high song amount. I pay amazon so that I'm supposed to be able to upload up to 250K songs. That is not even the worst. I have a compilation set with 4 albums, and Amazon made a different album for each song. It is fraught with issues all the way through, and I have been telling amazon for almost a year about these issues, and it just keeps getting worse. I hope they fix it someday, as I love the Echo... but can't stand this program."
"April 4, 2016","This app has a fair amount of music. Amazon music unlimited does have a fair amount more, but it is a good selection for a free app (with a prime membership). There is a small glitch that causes the app to not play the song you selected at first when you change albums, but when you select it again it works. It has music stations and albums to download. All and all it is worth a download if you have a prime membership. If you do not have a prime membership I would use google play music, because it seems to have less glitches."
"May 7, 2017","So now we have to pay more for prime but lose the music? What a scam......PRIME IS DEAD. I will not pay for it again."
"October 12, 2016","Worked fine until recently and now it crashes/stops working 4-5 times a day, slowing down my LG G2 while it does so. Tried uninstalling/reinstalling, clearing data/cache and still does the same thing. See that a lot of other people are have the same problem lately. Please fix it."
"April 15, 2017","Last update doesn't work. My musoc doen not play anymore! Fix this please!"
"January 16, 2015","I have purchased 894 songs from 146 albums. When I purchase new music it is simply impossible to tell what has already been downloaded. ""Drag music here to download?"" WHAT??? This is a computer for crying out loud. Can't you TELL ME what hasn't already been downloaded? Present me with a list? DOWNLOAD ALL???  Drag to a list to download? I WANT IT ALL OR I WOULD NOT HAVE BOUGHT IT!!!  Amazon music is the worst program I have EVER run into, and I have been in computers since 1972. THE WORST I have ever run into!  It appears that they want us to leave everything on the cloud, make play lists and stream it off the cloud. The problem with that is that mostly I send it to my tablets and my phone, which I then listen to in my car or out in public. The tablets only ever have an internet connection in my house. My phone has to pay BIG BUCKS for data to stream music I already own.  Streaming may work just fine sitting at my desk in my home over a broadband, but it just doesn't work AT ALL out in the world. I need to download to my devices. ALL OF THEM! All my music.  Let me repeat, AMAZON MUSIC is the WORST program I have EVER RUN INTO. And I have run into some reaaaaaalllly bad crap.  Sadly, Amazon doesn't care, nor do they read these comments, so this is just an exercise in expressing my frustration.  Buying the music is dead simple, and I like to support the artists, and listen to the music I love. Buy getting it to my devices.  WOOF, what nightmare!!!"
"June 12, 2014","Amazon.does it AGAIN, tempting us with services they CANNOT provide. If you have some other device, MAYBE it will work. All I know is, it is majority frustrating to be offered "" millions of songs- FREE!"" only to find the app I need to.play said songs DOES NOT WORK ON KINDLES. YOU SUCK AMAZON. Better to not.even.offer."
"November 30, 2016","I just finished with an ordeal with Amazon and my kindle hdx. At this point I couldn't be more disappointed as I am right now. Wait! Yes I can be more disappointed. Yes I am! After being talked into getting a new kindle bc they claimed my warranty was up and I disagreed with them but I was losing a no win situation. So I decide it invest once again, in another kindle. Seeing that the hdx is no lonher available (or so I was told), I decided to try the HD 10, thinking it was gonna be better that the HDX. I couldn't be more wrong. The one thing I looked forward to was getting back into my music. Come to find out that the HD 10 doesn't allow you to purchase music to add to your collection. So now I'm forced to purchase music from my phone and sync it to my kindle. That's if I decide to keep.it. It already has one strike against..wait no, two strikes against them.Just found out that I can't even download the Amazon Music app into said Kindle, it said it was 'unavailable'...'Una..who? This gets better and better. A total waste. I feel for everyone who's experiencing this too. Both investments the kindle and the actual music is about to go 'Bye Bye'. I just know it! And I'm not a happy can per right about now, not that amazon really cares. As long as they get the money, it's all.good...."
"August 12, 2017","I was told with prime membership i could get music too. This is not the case. They want me to pay more for the music. No. I will now delete the app"
"May 5, 2015","I had to DELETE this App, because my Norton App Adviser informed me that Amazon was accessing my SIM card info. I looked at the permissions, but Amazon says nothing about this. Ultimately, I trust Norton over Amazon. There is no GOOD reason for Amazon.com to access all of our SIM cards. I did make a complaint to the developers for what it's worth. This makes me reconsider renewing PRIME when it comes time. I sadly, spent alot of time and energy adding to my Amazon Music collection and now I cannot use it."
"August 19, 2017","Since the latest update this app has become the biggest piece of trash that ever came out! Where do I begin here? Lack of staying on the lock screen when paused or not automatically resuming when you receive and end a phone call! Prime music being unable to find, horrible searching abilities! I am on the verge of cancelling my amazon prime music and going with something else since some idiot screwed up a perfectly functional app!!! I listen to my music while driving in my driving job, and this piece of garbage has become so un-user friendly! I can't keep messing with it while driving, it needs to work as it used to. They need to fire the jerk that messed this app up! I need the apk file and complete instructions for install and BLOCKING this newest update piece of trash from ever getting into my phone!"
"October 19, 2017","What a terrible service! We already pay $105/year for Amazon Prime, so you'd think the company wouldn't stiff us with ridiculous tactics like graying out songs on my playlists, which I can't play unless I upgrade to the monthly subscription music service! (Why provide the ""free"" service then? (Meaning, the service we already pay $105/year for, in our Amazon Prime membership? And why does the company gray out other songs in my playlist, saying ""this song is no longer available."" ??? A song out of copyright, and more than 70 years old? Really? I believe this is the lowest scummy sort of pressure to try to make customers switch to the paid service. Tell you what. I'm leaving Amazon Prime music and will be very happy paying whatever Spofity charges. I hear they have more songs anyway. Amazon has nothing by Led Zeppelin for example. This Amazon Prime Music is fatally flawed by the company's greed and stupidity."
"January 6, 2014","This app is a huge resource hog. It has a setting called ""refresh cloud library"" that runs EVERY 10 min whether you want it or not. The setting does not give you the option to disable that check or even change the time interval. Hate apps that don't let you control if/when they run and drain your battery."
"January 5, 2016","I was expecting a bit more from this app.Don't get me wrong though,it's not entirely terrible.A few things I liked about it was the addition of lyrics to some songs and how simple it was to look for music and buy an artist's album. However,I did experience some issues.The fact that when I was listening to a song and lost my internet connection, the song would start all over and you're forced to listen to the entire song all again once connection has been restored.Another thing I disliked about Prime Music was the fact that there's not many artists.Only really known ones.One of the things that really bugged me a bit was the fact that the app needed a lot of my private information.Like no thank you.I ended up uninstalling the app for that reason and since it took up a lot of space on my phone.I'd rather stick to Pandora."
"September 16, 2016","I've been using Amazon Music for quite a while now and I have to say that I have seen constant improvements with every update. This is a perk that is not to be treated as an extra for your prime membership but a highlight of it. One special note is that you are allowed up to 10 devices but if you call Amazon and explain that you no longer have some of those devices they are more than accommodating. The selection of music has become very impressive and adding music to your library is easy and intuitive. I like the premade playlists that they offer and even if I do not add that particular playlist to my library I have the option to add any individual song in that playlist to my library. Amazon music works very well on all my devices and computers. It is truly a great value added service."
"June 16, 2016","Did not care for the requirement to buy a separate subscription. We have Amazon Prime on my wife's phone and shared to my phone. I wanted to add music to my phone as I am the only driver and it would be nice to have ""our"" music to play from the phone through our car's enfotainment system. The attempted setup of a library for music required that I pay for another subscription. Definitely not worth another $99. Cannot say how the service works. Unhappy"
"November 30, 2014","Your app is very limited that sometimes it gets close to absurdity.  1. I expended over a $100 in your store to get a 128GB memory card. I have not taken advantage of it because your app doesn’t allow specifying in which folder I want the music to be downloaded. I have to maneuver and keep transferring the music manually which is really aggravating. At times, if I have no done a recent transfer to the memory card and I will not be at home in a while, I’m in such need of memory that I have to clear the whole Amazon music from my phone. The start the whole process again.  2. To free up memory from my device, I selected the voicemails messages to be downloaded to the memory card. Your app makes them part of the library. Worse than that, I can’t delete them all at once or better, just delete them from the library but keep them stored in my phone. At times I had deleted over 20 voice mails one by one from the app library. That how stupid it becomes.  3. Same as #2, I have downloaded complete playlists from Prime. I discover songs that I don’t like and I don’t know how to get rid of them while keeping the rest of the library intact.  4. I can't play my music offline and wasting my cell phone data streaming. When I try to play music supposedly downloaded to my cellphone, I get an error message with a ""Exception #180"" code  It is such a painful waste of time when you can solve that in less than an hour. That is why you hire software engineers and geeks. Any of them can take care of all of the above during lunch time."
"May 11, 2016","As someone who has used quite a lot of different apps with musical capabilities, for work as a musician and personal use, I can say with confidence that this is the worst app for listening to music it has ever been my misfortune to be forced to use. Force closes for no reason, terrible organization, storage and RAM hog, causes phone to freeze to the point that I have to sometimes take the battery out to restart it, and the load time for songs in my offline library is ridiculously long. Seeing as this is the only way to listen to songs with my mobile device through Amazon Prime, I guess I'm stuck with this crappy app. Otherwise I am going to use the slightly less glitchy Google play music. Seeing as I am paying for this mangled service, and assume some of my payment is going to app development, I'm highly disappointed in the quality of this particular of service from Amazon. Good music selection, but difficult to listen to and enjoy if the app doesn't work."
"May 20, 2016","I can't move it to my SD card. Most mobile devices have pretty limited primary storage, and mobile service providers tend to wantonly lay waste to what limited storage there is with useless apps that cannot be removed. It's pretty inconsiderate of an app developer to force an app to stay on the main device storage unless the user roots the phone, which can have serious consequences when coupled with certain service providers. I really do like the app, but it's a serious space hog and there just isn't enough room on a Samsung Galaxy S5 for apps that can't be moved to the SD card. If you update it, and check the box in Android Studio that allows the user to move it to the SD card, I'll be more than happy to use it."
